Type,Roll Speed [rpm],Rolling Torque [Nm],Roll Wear [min],Ambient Temp [K],Mill Process Temp [K],TWF,HDF,PWF,OSF,RNF,Power [W],Temp Diff [K],Probability
M,2366.2305196526067,60.844042142804014,248.33690432672574,305.1588347657306,301.4781273794283,0,1,1,1,0,15076.610949097158,-3.680707386302288,0.9988750567562118
M,2722.8647066447757,71.37475275248491,6.686768552120239,300.9543874701468,303.14299904310053,0,0,1,0,0,20351.63464396505,2.1886115729537323,0.9998275397958154
M,1300.2300627921543,59.80127464278665,177.57187531503942,306.29815960336083,308.0283045129873,0,1,0,0,0,8142.528026807367,1.7301449096264605,0.9956972661142937
M,1522.2536305055264,66.92902221212691,236.1754322801937,306.1775661944984,305.36422589913457,0,1,1,1,0,10669.157265798152,-0.8133402953638438,0.9994895184799371
H,2716.6305844863855,68.8005276987059,1.3239215711259522,305.48925830715046,309.5112543938619,0,0,1,0,0,19572.71052389795,4.021996086711454,0.999205323477886
L,2030.611888177263,74.48232700216896,214.08353516626747,296.99821853731277,308.4439984689611,0,0,1,1,0,15838.30780783883,11.44577993164836,0.9999057884701447
H,2030.6277850282547,74.22861587187076,171.96257817503414,296.8487576738167,302.1778923678099,0,0,1,1,0,15784.480928393037,5.329134693993183,0.9995250058605205
M,2376.4149411285266,36.73662469053292,266.376022756943,309.4037350405796,307.32490962735204,1,1,1,0,0,9142.187910850927,-2.0788254132275483,0.5870975141471224
M,1524.3441441735733,75.07957010052247,109.61646359543803,306.14433545426664,301.32552385102827,0,1,1,0,0,11984.872603435204,-4.818811603238373,0.9996978031445076
M,1422.6747835075882,74.00083257442702,66.13121248906515,309.8421500490081,307.24829891390124,0,1,1,0,0,11024.803504575682,-2.5938511351068883,0.9985055519160125
H,1329.870441249308,46.29696422373505,165.07784778180215,309.7792511364219,303.52740770956405,0,1,0,0,0,6447.486858259493,-6.251843426857874,0.9952882385611291
L,1564.6359640955257,61.27767322292722,88.65074193168088,303.5323994142837,300.9164601617136,0,1,1,0,0,10040.242279848242,-2.615939252570115,0.7677112643099014
M,2111.0398261132514,65.97541309014575,204.43421983032295,296.12537944374054,305.9004652768809,0,0,1,1,0,14585.024491631557,9.775085833140338,0.9985921899142273
M,2764.349811871617,36.07033306896505,256.47271790668447,309.57553826998014,300.7747125978542,1,1,1,0,0,10441.713433071258,-8.800825672125939,0.7786566350344927
L,2771.806275525916,58.68636635537428,249.58475748783405,295.479983811387,303.89638677540336,0,0,1,1,0,17034.47338711896,8.416402964016356,0.9982791888871251
H,2490.887280224817,52.12677495126058,277.19764170076047,302.8057078940568,314.7589424391931,1,0,1,1,0,13597.014138424262,11.953234545136297,0.9916292411679193
M,1231.3012126200379,41.766067074280116,7.837249564449267,304.8169126610431,311.9620953092271,0,1,0,0,0,5385.381904772451,7.145182648184004,0.992747916387186
H,2793.5878170106703,60.61978309021291,149.01121444882193,305.5257564922489,304.74205825727114,0,0,1,0,0,17733.943646440628,-0.7836982349777486,0.9923068796898747
H,2449.345706081387,75.14514612021776,233.91978267299996,309.1292267671163,305.72263275526757,0,1,1,1,0,19274.34542787448,-3.4065940118487106,0.9999477955007549
H,1190.3904155899013,58.64803449218281,204.1511478627612,308.63760923415595,314.73923310249154,0,1,0,0,0,7310.911073658374,6.101623868335594,0.9986241007064011
M,1295.3174585227118,78.90346663980236,119.40837859112979,307.435253852918,306.5806837565628,0,1,1,0,0,10702.88653842267,-0.8545700963551894,0.9997966168197322
L,2354.6950290389627,76.52671063232424,105.67081964978304,307.4794810718596,314.88802357886624,0,0,1,0,0,18870.192532086174,7.4085425070066435,0.9999583683547891
L,1033.081243232647,60.55307249449412,88.08549087944108,305.73084412100616,304.88314996803643,0,1,0,0,0,6550.874491537563,-0.8476941529697228,0.9949179759854558
H,2040.6882616156279,69.39660464869051,227.0843068044167,306.8212423267797,302.40848395157116,0,1,1,1,0,14830.080439369318,-4.412758375208568,0.9964325905907673
M,2759.6071020981244,40.94691041669219,259.1462708883639,305.2062149100307,304.0273224073266,1,0,1,0,0,11833.058464881742,-1.178892502704116,0.7057246688055048
L,1680.192714284822,77.59825428629014,12.744323102806018,298.7653532902623,301.5760056325716,0,1,1,0,0,13653.363923247718,2.810652342309311,0.998295277161015
L,1960.4520243853478,44.6079459916065,269.6261807233311,301.04095042207246,310.8349790820357,0,0,1,1,0,9157.924590548531,9.79402865996326,0.6336734511684237
H,2682.0330247924912,75.8302718171665,100.90612562884331,300.6992988394466,306.01635322608814,0,0,1,0,0,21297.82979001387,5.31705438664153,0.999879559523474
H,1333.005477779403,74.02205068961817,76.92932293180453,297.5358956012619,309.5688341614356,0,0,1,0,0,10332.886633284668,12.032938560173648,0.9989455363013464
M,1236.0078828641967,78.46476347984171,215.33600317907408,306.6692871665151,314.75851101028377,0,1,1,1,0,10156.042941977776,8.08922384376865,0.9996721670815396
H,2017.9232360905119,61.588121952837334,59.75078526633206,307.4766266543674,302.17460630416804,0,1,1,0,0,13014.58188494632,-5.302020350199371,0.9140432656498596
M,1595.043655673196,64.29330682021961,59.333052347929,307.57500569503156,314.5377171483169,0,0,1,0,0,10739.076980959078,6.962711453285351,0.9917667757722018
M,2578.2933834633827,79.53284881040906,275.167131529856,304.85184465417547,306.0577719837717,0,0,1,1,0,21473.730134944777,1.2059273295962498,0.9999720590171437
H,1146.079790953177,44.2167112866722,4.17235334697041,297.1578258755767,302.8987674905441,0,1,0,0,0,5306.765663236552,5.740941614967426,0.9848167486958367
H,1666.1063413183574,61.205640844692404,146.50870754557323,305.1527880016018,310.42551872791387,0,1,1,0,0,10678.80816378581,5.272730726312091,0.9189157267955658
M,1415.1110825507023,64.62373462949034,173.82735003009554,307.39664567910216,309.22063279293724,0,1,1,0,0,9576.596794442079,1.8239871138350736,0.9545532138730901
L,1327.237508094287,72.77918580435886,271.66709818339706,303.10969079201374,310.09201124897186,0,1,1,1,0,10115.4325183117,6.982320456958121,0.9999287046888589
H,1975.0376374004886,76.70839039688977,272.08897902599483,295.85544110943226,302.8299609404573,0,0,1,1,0,15865.247956388317,6.97451983102502,0.9998494088401781
M,1144.0768834470987,43.25089980496874,148.96039214668662,309.82705061984393,312.29932778880044,0,1,0,0,0,5181.780062231608,2.4722771689565093,0.9926069062920821
L,2734.32201069653,66.37706085489005,275.4631854886316,298.14460969393957,303.3667390447734,0,0,1,1,0,19006.243745345455,5.222129350833825,0.9998570966266301
H,1892.1951477445546,68.15557100247108,110.302792375641,309.2682625211624,301.37851196728224,0,1,1,0,0,13505.04087790854,-7.889750553880162,0.9969212562395132
H,2757.3316316350492,78.61135075930181,204.51095258478313,307.36204043481865,310.68150130376307,0,0,1,1,0,22698.799028087782,3.319460868944418,0.9999230828536811
H,1568.6889438573144,56.481078789396,252.58417356030688,299.1003001364348,301.0972064299534,1,1,1,1,0,9278.300557599963,1.9969062935186344,0.9866612691110143
H,2564.5191954825323,35.87959446336597,242.29482383607103,304.435539709241,314.06799443798445,0,0,1,0,0,9635.67398953928,9.632454728743426,0.508467956408058
M,1024.6339088341056,74.86400442879398,122.6180370193466,300.6789904262978,307.68544411574715,0,1,0,0,0,8032.863656702764,7.0064536894493585,0.9981478455182391
L,2243.542595389622,67.57806602544409,4.043255493563018,302.78613506388615,304.3946180552194,0,0,1,0,0,15877.009189570555,1.6084829913332328,0.9931431318029191
H,1152.5499344466732,46.053019654905476,266.3866933868512,309.91584955265847,308.74647689970095,1,1,0,0,0,5558.357551157494,-1.1693726529575201,0.9988925384948968
M,1993.7527385266499,53.424890367515786,249.75447196306487,299.7083844648161,312.8373250851496,0,0,1,1,0,11154.331685257888,13.12894062033348,0.9863529498550128
H,1242.0141522204349,71.85162661916875,172.03766204449687,304.408133268547,303.41965007892173,0,1,1,0,0,9345.268138015976,-0.9884831896252422,0.9988268613414725
M,1848.7245626747995,58.636555634118594,225.13179432293887,299.73039416420795,308.6750004314339,0,0,1,1,0,11351.918929388947,8.944606267225936,0.9618416824885813
L,2115.1854927226245,76.20713521804903,95.34762898740131,308.4749164758475,305.1545336815382,0,1,1,0,0,16880.010523465913,-3.320382794309296,0.9990551745075749
H,1250.1273609515122,53.19041990894193,137.04043003716257,303.22026646623175,309.4708896515442,0,1,0,0,0,6963.31909614588,6.250623185312463,0.9973705300392329
H,1214.4240607059016,78.46941612289103,260.0724734048404,303.3119770368052,304.10040215736336,1,1,1,1,0,9979.284454704777,0.788425120558145,0.9996358973785134
L,1981.9215010855512,62.065078488373345,245.7200330335784,305.25724119183917,307.6694793481659,0,1,1,1,0,12881.379525825254,2.4122381563267368,0.9989528183398324
L,1692.8503148596392,49.88748351139727,237.1029745297728,303.4892376835688,314.6328837908222,0,0,0,1,0,8843.797175379143,11.143646107253403,0.8864620563969724
L,2489.3779843670973,78.03758707980488,127.95881025016352,299.2437432675096,302.19760464130576,0,0,1,0,0,20343.388593071504,2.953861373796144,0.9998566407963619
H,1059.8808070839696,78.93180532525389,102.97318133416108,299.04950355734394,303.7792349871363,0,1,1,0,0,8760.677269112626,4.729731429792366,0.9983755831391522
L,1319.7445421937814,40.41166325398383,191.49617699022022,307.67686355213357,300.0881349573375,0,1,0,0,0,5585.026241757367,-7.588728594796066,0.984331933410432
L,1557.4963879357942,75.4213824331404,262.351360742659,298.9426875109325,308.7812979468406,0,0,1,1,0,12301.2757705044,9.838610435908095,0.999977232344447
M,1212.2229233699586,35.60483487201376,230.52651280760657,306.5551924271118,301.14794034965433,1,1,0,0,0,4519.809038095265,-5.4072520774574855,0.9684888722900787
M,1702.945276371898,53.46128689224762,269.75949931382195,302.7846385174621,304.97873248187665,1,1,1,1,0,9533.858872916995,2.1940939644145487,0.954179520459197
L,2488.962463841658,78.76523567543805,150.76142757821236,297.0945507410519,301.4260806212568,0,0,1,1,0,20529.649832973602,4.331529880204926,0.9998832293934251
L,1276.0718432077883,70.1672526621715,78.75604190796611,296.79876836447437,304.3115911843974,0,1,1,0,0,9376.445127201681,7.512822819923031,0.9981494601380317
H,2148.551657991882,67.06447754156582,277.4105472108305,305.2059954779389,314.1433502874286,1,0,1,1,0,15089.226009890333,8.937354809489648,0.9999175485628083
M,1524.0741454056058,57.66821013439937,272.02456059873225,296.72680614172316,300.6883814099328,1,1,1,1,0,9203.88504960519,3.9615752682096286,0.974269188096346
L,1613.3995681868487,73.49929536967852,43.22965924281224,305.8008199257492,309.5559781997398,0,1,1,0,0,12418.059314585375,3.7551582739906166,0.9991418881906333
M,2689.0548899808746,71.58266755377942,48.73636906305116,307.47747426878715,310.29733355136995,0,0,1,0,0,20157.476574282202,2.8198592825827973,0.999782259087509
L,1797.335801864766,77.049347111705,8.74874009172209,301.577936334843,309.3652090243903,0,0,1,0,0,14501.963451868538,7.787272689547308,0.9990462912227995
M,2189.6184155858186,72.74183671543102,178.9446626847416,303.14624024112106,313.31106357328605,0,0,1,1,0,16679.434325798127,10.164823332164985,0.9998663645296183
M,2481.1644970852603,77.9427517406006,117.79433404018377,296.4915410604958,311.653596304087,0,0,1,0,0,20251.6265666394,15.162055243591169,0.9998586408820257
H,2634.2499708424157,79.62971350464238,124.50427724802202,309.7252947231681,310.79541590104,0,0,1,0,0,21966.49445321521,1.070121177871897,0.9999437974823828
H,1532.972657685312,69.38400944050579,251.2410504960661,308.88043154182975,302.6213838301782,1,1,1,1,0,11138.38997463214,-6.259047711651533,0.999799393072917
L,2681.217073289148,41.801649349339144,275.75303305755267,295.4573080600459,302.21918870767774,1,0,1,0,0,11736.9164234692,6.76188064763187,0.7030907170232301
L,1285.3966645929167,66.64053330224938,123.74389526626484,302.3950436422651,300.31143060899933,0,1,1,0,0,8970.24387778991,-2.083613033265749,0.9989630034896005
M,2798.7033496726035,66.39719102758681,217.72803810557542,298.8465776610893,304.27732518870687,0,0,1,1,0,19459.657501857986,5.430747527617541,0.9995351194393661
H,2179.856548646473,22.77265090925156,270.70182258087664,305.96820992181193,314.86060397393777,1,0,0,0,0,5198.405114977539,8.892394052125837,0.7641349739528017
M,1312.1495341182092,53.35310929517787,134.81806469165753,305.3689746178564,311.3093368308398,0,1,0,0,0,7331.142862567126,5.940362212983416,0.998888587726506
H,2056.558070307473,61.594282229406254,117.3895455046955,299.81428159635414,304.50584979987957,0,0,1,0,0,13265.083670753645,4.691568203525435,0.9680251877622088
H,2692.0211987951056,67.85862583324592,88.9938998830022,302.60234950025097,305.62524562701407,0,0,1,0,0,19129.87596817591,3.0228961267631007,0.9996225911572726
M,1013.9076296497517,37.76327138162381,264.61731525535674,307.13615562827437,311.7287874137924,1,1,0,0,0,4009.559094901932,4.592631785518051,0.9607004512265022
H,2204.7216870641064,70.90824640449745,179.48046554908512,306.63536560130717,300.9983346193253,0,1,1,0,0,16371.14809868174,-5.637030981981866,0.9994424147841763
L,1778.0520252600177,64.93753263804845,110.97167847606832,309.24498089466255,301.65766086057124,0,1,1,0,0,12091.184977711011,-7.587320034091306,0.9725571376813845
M,1945.8471239823803,60.74114247883363,210.7029515792077,306.2434056426867,314.801032472874,0,0,1,0,0,12377.139650174979,8.557626830187303,0.9977689828950752
H,1347.3730712715558,38.84303988222392,260.4072049971657,306.27390770260644,300.6756775417785,1,1,0,0,0,5480.620009543883,-5.598230160827939,0.9459541461192764
H,1155.9467780365744,60.10716013540655,153.62750786287518,303.0222308840239,310.4951213817614,0,1,0,0,0,7275.999595703604,7.472890497737524,0.9962525151151936
H,1763.3441200859274,76.54264999195001,250.59607987706647,299.9977824753501,307.9639499345653,0,0,1,1,0,14134.133398249587,7.966167459215171,0.9999251313911246
L,2622.210088710429,79.22339649256523,25.539337964722133,296.12855893579706,313.26479887399717,0,0,1,0,0,21754.52272158486,17.136239938200106,0.9993727826123413
L,2783.0329413872796,46.3544892849441,251.50275111566154,301.645721697681,307.8042325811767,0,0,1,0,0,13509.484128588621,6.158510883495694,0.9478192372375982
H,1276.7725393844762,60.23235910794003,219.313842025253,306.4945066232388,308.0939959355172,0,1,0,1,0,8053.265641369242,1.599489312278422,0.9979875764575518
L,1901.8722476202965,54.72744559793018,251.37266349304096,303.71106076501206,311.384140747344,0,0,1,1,0,10899.714867349423,7.673079982331956,0.9958832668687478
H,2192.6287112819405,53.39305333576494,251.7569468554898,308.26714949375395,305.2068340989464,1,1,1,0,0,12259.66129323107,-3.06031539480756,0.9667833846144893
M,2021.6119025196665,50.50581993551621,254.01855333079465,307.2538551910781,305.90231394645053,1,1,1,0,0,10692.218616714144,-1.3515412446275832,0.7683058129993767
H,2520.741626315863,76.84065969888366,242.98425484772878,305.01603452353993,311.46540332602467,0,0,1,1,0,20283.740039070908,6.4493688024847415,0.9999590656503672
L,1372.6989048154496,51.33244967863693,62.79762018919081,307.0404394209278,311.44272290231925,0,1,0,0,0,7378.972558277532,4.402283481391464,0.9948128528676475
L,1541.7755562069292,79.95941844086208,59.727221616579286,297.1510718685174,308.43105306440964,0,0,1,0,0,12909.796626031875,11.27998119589222,0.9998040382788487
H,2123.6829060259297,65.00944524073671,129.67039854127555,307.48230275699154,307.9471263798744,0,1,1,0,0,14457.551543368903,0.46482362288287504,0.9904695573053386
L,1753.2481288052682,74.47473617988553,240.90620887813222,307.7684009750238,300.17942740498415,0,1,1,1,0,13673.540315914895,-7.588973570039627,0.99988432556928
L,1212.8405834309074,35.749898878850935,100.35228058740725,309.947711409799,310.75826822024544,0,1,0,0,0,4540.536344802295,0.8105568104464282,0.9889110787187709
L,1679.217548867715,76.70771983717397,179.58445874419718,297.65029177921997,300.07070824597906,0,1,1,1,0,13488.841626263218,2.420416466759093,0.999319809617031
M,1233.0034757670385,40.33733945543022,263.9045009848004,296.3413827254815,302.06996591122976,1,1,0,0,0,5208.350092214119,5.728583185748278,0.9306800121906945
H,2576.727922418354,74.42831180735463,250.84827780076066,295.102759414721,309.04337987357053,0,0,1,1,0,20083.312685397457,13.940620458849537,0.9999274547085218
H,2110.8108520302567,74.34909472348473,104.16454237331585,299.40948418388274,302.73688982296335,0,0,1,0,0,16434.391221970236,3.3274056390806095,0.9990394996826562
L,2368.196631008027,68.53461190995803,273.95735533249325,309.38636929705183,300.85666293429193,1,1,1,1,0,16996.376181133535,-8.529706362759896,0.9999360171973531
L,1074.1547967927468,61.59424878813056,250.56768500963352,295.5504214716961,303.5138047642904,0,1,0,1,0,6928.443074119577,7.963383292594301,0.999618243046556
